Steps	Token	MedianRank	MeanSurprisal	StdevSurprisal	Accuracy	NumExamples
1600000	of	0	0.330442726612091	1.146812915802002	0.955078125	512
1600000	the	0	0.4057711958885193	0.9788507223129272	0.91796875	512
1700000	constraint	1059	15.897468566894531		0.0	1
1700000	exploring	42	9.378308296203612		0.0	1
1700000	of	0	0.3394940793514251	1.178389549255371	0.94921875	512
1700000	the	0	0.3986486196517944	0.9309107661247252	0.9140625	512
1800000	constraint	667	14.439178466796877		0.0	1
1800000	exploring	43	9.506799697875977		0.0	1
1800000	of	0	0.3506916761398315	1.1878721714019775	0.9453125	512
1800000	the	0	0.3869848251342773	0.9585295915603638	0.927734375	512
1900000	constraint	708	14.513482093811035		0.0	1
1900000	exploring	60	10.449548721313477		0.0	1
1900000	of	0	0.336167961359024	1.165135622024536	0.94921875	512
1900000	the	0	0.3871251940727234	0.9496207237243652	0.923828125	512
2000000	constraint	728	14.549789428710938		0.0	1
2000000	exploring	56	10.402106285095217		0.0	1
2000000	of	0	0.3368948400020599	1.169644117355347	0.94921875	512
2000000	the	0	0.3940538465976715	0.9674481749534608	0.927734375	512
