Steps	Token	Surprisal	NegSurprisal
0	a	14.215012550354004	14.366673469543457
0	a	13.940618515014648	14.0160551071167
0	a	14.588674545288086	13.918630599975586
0	a	13.849343299865723	14.149328231811523
0	a	14.503268241882324	13.9889497756958
0	a	14.31908893585205	14.183603286743164
0	a	13.959254264831543	14.181439399719238
0	a	14.586849212646484	13.297638893127441
0	a	13.900485038757324	14.387972831726074
0	a	14.05831527709961	13.686102867126465
0	a	13.880334854125977	13.272767066955566
0	a	14.368271827697754	14.628881454467773
0	a	13.732236862182617	13.956703186035156
0	a	13.921561241149902	14.298238754272461
0	a	14.819141387939453	14.710065841674805
0	a	14.412071228027344	14.844160079956055
0	a	14.27741527557373	14.651418685913086
0	a	14.1596040725708	13.840333938598633
0	a	13.920517921447754	13.711723327636719
0	a	13.755173683166504	14.028940200805664
0	a	14.586400985717773	13.895322799682617
0	a	14.407916069030762	14.328340530395508
0	a	14.560514450073242	14.765491485595703
0	a	13.923948287963867	14.579550743103027
0	a	14.013651847839355	14.364787101745605
0	a	14.358837127685547	13.765854835510254
0	a	13.786965370178223	14.04274845123291
0	a	14.053018569946289	14.807212829589844
0	a	14.14834976196289	14.238624572753906
0	a	14.01680850982666	14.516528129577637
0	a	13.469646453857422	14.363808631896973
0	a	13.677972793579102	14.24303150177002
0	a	14.49587345123291	13.997864723205566
0	a	14.642388343811035	14.515157699584961
0	a	14.57151985168457	13.672273635864258
0	a	14.403816223144531	14.356077194213867
0	a	13.6615571975708	14.401805877685547
0	a	13.873881340026855	14.445055961608887
0	a	14.387683868408203	14.013875007629395
0	a	14.321741104125977	14.694278717041016
0	a	14.302096366882324	14.635878562927246
0	a	13.779121398925781	14.637752532958984
0	a	14.394420623779297	14.28420639038086
0	a	14.333447456359863	14.8758544921875
0	a	13.6825532913208	14.039437294006348
0	a	13.862846374511719	14.289587020874023
0	a	13.282073974609375	14.333660125732422
0	a	14.12690544128418	14.19603443145752
0	a	14.057462692260742	13.64635181427002
0	a	14.364407539367676	13.279850959777832
0	a	14.269696235656738	14.017629623413086
0	a	13.926141738891602	14.927456855773926
0	a	15.1029634475708	14.241973876953125
0	a	14.904874801635742	14.330082893371582
0	a	13.883963584899902	14.592227935791016
0	a	14.376997947692871	13.762659072875977
0	a	14.509666442871094	14.66179370880127
0	a	13.63804817199707	13.743112564086914
0	a	14.44100284576416	14.30958366394043
0	a	14.352116584777832	13.985210418701172
0	a	14.642889022827148	14.37293529510498
0	a	14.569401741027832	14.16433048248291
0	a	15.168927192687988	14.53425121307373
0	a	13.572500228881836	14.562091827392578
0	a	14.383492469787598	14.668500900268555
0	a	14.343740463256836	14.56631088256836
0	a	13.805855751037598	13.708673477172852
0	a	14.057050704956055	14.586169242858887
0	a	14.41280460357666	14.374208450317383
0	a	14.8560152053833	13.336247444152832
0	a	14.171367645263672	14.345510482788086
0	a	13.89521598815918	14.375500679016113
0	a	14.777647972106934	13.672009468078613
0	a	13.681577682495117	14.309158325195312
0	a	13.61335563659668	14.428878784179688
0	a	14.16041088104248	14.664206504821777
0	a	14.048999786376953	13.225251197814941
0	a	14.015632629394531	13.976909637451172
0	a	14.277603149414062	14.795884132385254
0	a	13.891249656677246	13.472230911254883
0	a	14.3746919631958	13.861824035644531
0	a	14.14190673828125	14.82236099243164
0	a	14.449328422546387	13.72347354888916
0	a	14.439024925231934	14.918964385986328
0	a	14.579117774963379	13.425134658813477
0	a	14.147738456726074	13.621243476867676
0	a	14.069519996643066	14.186124801635742
0	a	14.443645477294922	14.137798309326172
0	a	14.20075798034668	14.45600414276123
0	a	14.234953880310059	13.820362091064453
0	a	15.070087432861328	14.336952209472656
0	a	14.300501823425293	14.137022018432617
0	a	15.161792755126953	14.33750057220459
0	a	14.883845329284668	14.530166625976562
0	a	14.251428604125977	14.360895156860352
0	a	13.847192764282227	14.351122856140137
0	a	14.045425415039062	14.122184753417969
0	a	13.955050468444824	13.414278984069824
0	a	14.463973045349121	14.283031463623047
0	a	14.182637214660645	14.699065208435059
0	a	13.813952445983887	13.872607231140137
0	a	14.61226749420166	14.453178405761719
0	a	14.309028625488281	14.310834884643555
0	a	14.925762176513672	14.785611152648926
0	a	14.626468658447266	14.068142890930176
0	a	14.138285636901855	14.169800758361816
0	a	14.551183700561523	14.457335472106934
0	a	14.128700256347656	14.206275939941406
0	a	14.097640991210938	14.637632369995117
0	a	14.201996803283691	14.194517135620117
0	a	14.335895538330078	14.450766563415527
0	a	14.852459907531738	14.212193489074707
0	a	13.788008689880371	14.425227165222168
0	a	13.381093978881836	14.2554292678833
0	a	13.966147422790527	14.319787979125977
0	a	13.83137035369873	14.365954399108887
0	a	13.869349479675293	14.484869956970215
0	a	14.394560813903809	14.209800720214844
0	a	14.315353393554688	14.450018882751465
0	a	13.739703178405762	14.407062530517578
0	a	14.01872730255127	14.11198616027832
0	a	14.490667343139648	13.651296615600586
0	a	14.326525688171387	14.468668937683105
0	a	14.728843688964844	14.364652633666992
0	a	13.953309059143066	13.850224494934082
0	a	13.772908210754395	14.015164375305176
0	a	13.900736808776855	13.9951810836792
0	a	14.061579704284668	14.108908653259277
0	a	14.433369636535645	14.329217910766602
0	a	14.714398384094238	14.845731735229492
0	a	14.726105690002441	14.379108428955078
0	a	13.718719482421875	14.607550621032715
0	a	14.27005386352539	14.02947998046875
0	a	14.373966217041016	14.397235870361328
0	a	14.46031665802002	14.895162582397461
0	a	14.282286643981934	14.66679859161377
0	a	13.825024604797363	14.249896049499512
0	a	14.338578224182129	14.182680130004883
0	a	13.983263969421387	14.641985893249512
0	a	14.450542449951172	14.40811538696289
0	a	14.369818687438965	14.116799354553223
0	a	14.293224334716797	14.1292724609375
0	a	13.470229148864746	14.360342979431152
0	a	14.309896469116211	14.449605941772461
0	a	13.883659362792969	13.55932903289795
0	a	14.838227272033691	14.396075248718262
0	a	13.977027893066406	14.243644714355469
0	a	14.470669746398926	14.299821853637695
0	a	14.027507781982422	13.959503173828125
0	a	14.1597900390625	13.565584182739258
0	a	14.393705368041992	14.411674499511719
0	a	13.730854988098145	14.10049057006836
0	a	13.773828506469727	14.13016128540039
0	a	14.017623901367188	14.312067985534668
0	a	13.786927223205566	13.294563293457031
0	a	14.332016944885254	14.26865291595459
0	a	14.567611694335938	13.315189361572266
0	a	13.6953763961792	14.096416473388672
0	a	14.21768856048584	14.640378952026367
0	a	13.93429183959961	14.527600288391113
0	a	13.930198669433594	14.307329177856445
0	a	13.382505416870117	13.810600280761719
0	a	13.97994613647461	13.744771957397461
0	a	14.191069602966309	14.320812225341797
0	a	13.641276359558105	13.357840538024902
0	a	14.529508590698242	14.423892974853516
0	a	13.893473625183105	14.299131393432617
0	a	14.247770309448242	13.765938758850098
0	a	13.869338035583496	14.676329612731934
0	a	14.340921401977539	13.903421401977539
0	a	14.64824104309082	14.063878059387207
0	a	14.271267890930176	14.10057544708252
0	a	14.031834602355957	13.689176559448242
0	a	14.306514739990234	14.245081901550293
0	a	14.083575248718262	14.300528526306152
0	a	14.251799583435059	13.373774528503418
0	a	14.324563980102539	14.265280723571777
0	a	14.41633129119873	14.353529930114746
0	a	13.899458885192871	14.240670204162598
0	a	14.462163925170898	14.128486633300781
0	a	13.765922546386719	14.02706527709961
0	a	14.659238815307617	13.904563903808594
0	a	14.039607048034668	14.156173706054688
0	a	14.142901420593262	13.325223922729492
0	a	14.32590103149414	14.886409759521484
0	a	13.754035949707031	14.401837348937988
0	a	13.725671768188477	14.18717098236084
0	a	14.646417617797852	14.192618370056152
0	a	14.794452667236328	13.99084186553955
0	a	13.81015396118164	13.821520805358887
0	a	14.45081901550293	14.572078704833984
0	a	14.706064224243164	14.459721565246582
0	a	14.222134590148926	13.579862594604492
0	a	13.783536911010742	14.405889511108398
0	a	14.372217178344727	14.68936824798584
0	a	14.212971687316895	14.381725311279297
0	a	14.367079734802246	13.754596710205078
0	a	14.09445571899414	14.246639251708984
0	a	14.761042594909668	14.385714530944824
0	a	13.96742057800293	13.808862686157227
0	a	13.40000057220459	14.073232650756836
0	a	14.352169036865234	13.983001708984375
0	a	14.201887130737305	14.210329055786133
0	a	14.312097549438477	14.266555786132812
0	a	14.6754789352417	13.935256958007812
0	a	13.825994491577148	14.592381477355957
0	a	13.959744453430176	14.36882495880127
0	a	14.37109375	14.496219635009766
0	a	13.969420433044434	14.450628280639648
0	a	14.057992935180664	14.373183250427246
0	a	14.654536247253418	14.483797073364258
0	a	14.04726791381836	13.84897518157959
0	a	14.379587173461914	13.940324783325195
0	a	13.750815391540527	14.423962593078613
0	a	14.359209060668945	13.81056022644043
0	a	13.460488319396973	14.272140502929688
0	a	14.32049560546875	13.796786308288574
0	a	13.934901237487793	14.256294250488281
0	a	13.957539558410645	14.347702026367188
0	a	14.293560028076172	13.471205711364746
0	a	14.000807762145996	14.141580581665039
0	a	14.315424919128418	14.743020057678223
0	a	14.339681625366211	14.45079231262207
0	a	14.277562141418457	13.94918441772461
0	a	14.576801300048828	14.357789039611816
0	a	14.858498573303223	13.867981910705566
0	a	14.823525428771973	14.297515869140625
0	a	14.005765914916992	14.25214958190918
0	a	14.88283634185791	14.190553665161133
0	a	14.293815612792969	14.09571361541748
0	a	14.901732444763184	14.115155220031738
0	a	14.674101829528809	14.386096000671387
0	a	14.321638107299805	14.507488250732422
0	a	14.544486999511719	14.207196235656738
0	a	14.301661491394043	13.93974781036377
0	a	14.632213592529297	13.61348819732666
0	a	14.484786033630371	14.291731834411621
0	a	13.42834758758545	14.613639831542969
0	a	14.317112922668457	14.193801879882812
0	a	14.010111808776855	14.326703071594238
0	a	14.66623306274414	14.829438209533691
0	a	14.537715911865234	14.125144958496094
0	a	13.86180305480957	14.177172660827637
0	a	14.274354934692383	13.562406539916992
0	a	14.651333808898926	14.095819473266602
0	a	14.2288236618042	14.12217903137207
0	a	14.368331909179688	14.098404884338379
0	a	14.262913703918457	14.406350135803223
0	a	14.299575805664062	14.442389488220215
0	a	14.306797981262207	14.809853553771973
0	a	14.686766624450684	14.27263069152832
0	a	14.362886428833008	14.090972900390625
0	a	14.111687660217285	14.287932395935059
0	a	13.863036155700684	14.203158378601074
0	a	13.805201530456543	14.202646255493164
0	a	14.306722640991211	13.638843536376953
0	a	13.915719032287598	13.247395515441895
0	a	13.705223083496094	14.026371002197266
0	a	14.277935981750488	14.229408264160156
0	a	13.882311820983887	13.891430854797363
0	a	14.371318817138672	14.40139389038086
0	a	14.077960014343262	14.4009428024292
0	a	14.074410438537598	14.401810646057129
0	a	14.279364585876465	14.41217041015625
0	a	14.335314750671387	13.935871124267578
0	a	14.371637344360352	14.358074188232422
0	a	13.600772857666016	14.261085510253906
0	a	14.374723434448242	14.24559211730957
0	a	13.648812294006348	14.85993480682373
0	a	13.93616008758545	14.322471618652344
0	a	14.345717430114746	14.31875991821289
0	a	14.394726753234863	14.262389183044434
0	a	14.006750106811523	14.727453231811523
0	a	13.717257499694824	14.31589412689209
0	a	13.953617095947266	14.278895378112793
0	a	13.908864974975586	14.037683486938477
0	a	14.507279396057129	13.901969909667969
0	a	14.102853775024414	14.546314239501953
0	a	13.95557975769043	14.213435173034668
0	a	13.90770149230957	14.373054504394531
0	a	14.59822940826416	14.269529342651367
0	a	14.909939765930176	14.364524841308594
0	a	14.620696067810059	14.382977485656738
0	a	14.757079124450684	13.77212142944336
0	a	14.23960018157959	14.004424095153809
0	a	14.287310600280762	14.237641334533691
0	a	14.183269500732422	14.389533042907715
0	a	13.982402801513672	14.420010566711426
0	a	14.741971015930176	13.952232360839844
0	a	13.98731517791748	14.061588287353516
0	a	13.564221382141113	14.040410041809082
0	a	14.365139961242676	14.162837982177734
0	a	14.300430297851562	14.514351844787598
0	a	13.672931671142578	14.301362037658691
0	a	14.425015449523926	13.36031436920166
0	a	14.320267677307129	14.413127899169922
0	a	14.282605171203613	13.877392768859863
0	a	14.086141586303711	14.055557250976562
0	a	13.889811515808105	14.78731918334961
0	a	14.182948112487793	13.880378723144531
0	a	13.593268394470215	14.316863059997559
0	a	15.008002281188965	14.531960487365723
0	a	14.356897354125977	14.372499465942383
0	a	13.54001235961914	14.348538398742676
0	a	13.71632194519043	13.9949312210083
0	a	14.279727935791016	13.71750259399414
0	a	14.550952911376953	13.317268371582031
0	a	13.851658821105957	13.962812423706055
0	a	14.401009559631348	13.750389099121094
0	a	13.91115951538086	14.5855131149292
0	a	14.227937698364258	14.644974708557129
0	a	14.211835861206055	14.239856719970703
0	a	14.297520637512207	14.223589897155762
0	a	14.33884048461914	13.692687034606934
0	a	14.299213409423828	14.353087425231934
0	a	14.56750774383545	14.092374801635742
0	a	14.219972610473633	14.547060012817383
0	a	14.392098426818848	13.86996078491211
0	a	14.277708053588867	13.732672691345215
0	a	14.47812271118164	13.834524154663086
0	a	13.638216972351074	13.989060401916504
0	a	14.282416343688965	14.314301490783691
0	a	13.87067699432373	14.241905212402344
0	a	13.743837356567383	14.539748191833496
0	a	13.997922897338867	13.926502227783203
0	a	14.29580307006836	13.648385047912598
0	a	14.508736610412598	14.220065116882324
0	a	14.72099494934082	14.191601753234863
0	a	14.059305191040039	13.645248413085938
0	a	13.959573745727539	14.62100887298584
0	a	14.718818664550781	13.72848892211914
0	a	13.566208839416504	14.261078834533691
0	a	14.598898887634277	14.595357894897461
0	a	14.525116920471191	14.299178123474121
0	a	13.51965618133545	13.652395248413086
0	a	14.26687240600586	14.577357292175293
0	a	13.505294799804688	14.325087547302246
0	a	14.093694686889648	14.626120567321777
0	a	14.816944122314453	14.19485855102539
0	a	14.242673873901367	14.578083992004395
0	a	14.047097206115723	14.381941795349121
0	a	14.50863265991211	14.39887523651123
0	a	14.583581924438477	14.27711296081543
0	a	14.631263732910156	14.098776817321777
0	a	14.384970664978027	14.059404373168945
0	a	14.080183029174805	13.542227745056152
0	a	13.62850570678711	14.388936042785645
0	a	14.866628646850586	13.973185539245605
0	a	13.978221893310547	14.167354583740234
0	a	14.33322811126709	14.223658561706543
0	a	14.335519790649414	14.262330055236816
0	a	14.052000045776367	14.26335334777832
0	a	14.300787925720215	14.427002906799316
0	a	14.580982208251953	13.81212329864502
0	a	13.895630836486816	14.483328819274902
0	a	13.952629089355469	14.93999195098877
0	a	14.247404098510742	14.312832832336426
0	a	14.430030822753906	13.538663864135742
0	a	14.134649276733398	14.077242851257324
0	a	14.509445190429688	13.732941627502441
0	a	13.764385223388672	13.746002197265625
0	a	14.090450286865234	14.176753044128418
0	a	14.66096019744873	14.174713134765625
0	a	14.398015022277832	13.993766784667969
0	a	14.363137245178223	14.786359786987305
0	a	14.368351936340332	14.306217193603516
0	a	14.34808349609375	14.549290657043457
0	a	14.36201286315918	13.695432662963867
0	a	14.053133964538574	14.114884376525879
0	a	14.003229141235352	14.758630752563477
0	a	14.788328170776367	14.457877159118652
0	a	14.056312561035156	14.27874755859375
0	a	14.416768074035645	14.021428108215332
0	a	13.756244659423828	14.82093334197998
0	a	14.001765251159668	14.057908058166504
0	a	13.848370552062988	14.338000297546387
0	a	14.255073547363281	14.186217308044434
0	a	13.689556121826172	14.45497989654541
0	a	14.398120880126953	14.014639854431152
0	a	14.28552532196045	13.837838172912598
0	a	14.332953453063965	14.38811206817627
0	a	13.982419967651367	13.440574645996094
0	a	14.681267738342285	14.413091659545898
0	a	14.10672664642334	13.88956356048584
0	a	13.897550582885742	14.464079856872559
0	a	14.348376274108887	14.28475284576416
0	a	14.125019073486328	13.93670654296875
0	a	14.283305168151855	14.26455020904541
0	a	14.329668045043945	14.470027923583984
0	a	13.955146789550781	14.371768951416016
0	a	13.660263061523438	14.26045036315918
0	a	13.8600492477417	14.204132080078125
0	a	13.249919891357422	14.458980560302734
0	a	13.577314376831055	14.14780044555664
0	a	14.313654899597168	14.145821571350098
0	a	14.176653861999512	13.907662391662598
0	a	14.721426010131836	14.036365509033203
0	a	14.162027359008789	14.972423553466797
0	a	14.089197158813477	13.990979194641113
0	a	14.607203483581543	14.319462776184082
0	a	14.15002727508545	14.454566955566406
0	a	14.211060523986816	14.003872871398926
0	a	14.269509315490723	13.496927261352539
0	a	14.267542839050293	14.101849555969238
0	a	14.37923526763916	14.310748100280762
0	a	14.404903411865234	13.98002815246582
0	a	14.35208797454834	14.203428268432617
0	a	14.30189323425293	14.346936225891113
0	a	14.101909637451172	14.429073333740234
0	a	14.474662780761719	14.159940719604492
0	a	14.06525993347168	14.626999855041504
0	a	14.359465599060059	14.240118980407715
0	a	13.943110466003418	13.592867851257324
0	a	13.897744178771973	14.22081184387207
0	a	14.476927757263184	13.411742210388184
0	a	14.3554105758667	13.987961769104004
0	a	14.03279972076416	14.37378978729248
0	a	14.426103591918945	13.87429428100586
0	a	14.328622817993164	13.811807632446289
0	a	14.03718090057373	14.239469528198242
0	a	14.300680160522461	14.377522468566895
0	a	13.99085521697998	14.111141204833984
0	a	14.42766284942627	13.896029472351074
0	a	14.461549758911133	14.595841407775879
0	a	14.087470054626465	14.401557922363281
0	a	14.727253913879395	14.038871765136719
0	a	14.047758102416992	14.628130912780762
0	a	14.14697551727295	14.404297828674316
0	a	14.506301879882812	14.325857162475586
0	a	14.266508102416992	13.912773132324219
0	a	14.516080856323242	13.984193801879883
0	a	14.422226905822754	13.60715389251709
0	a	14.101551055908203	13.536520957946777
0	a	14.37509536743164	14.120061874389648
0	a	13.659159660339355	14.538281440734863
0	a	14.508959770202637	13.944046974182129
0	a	14.581828117370605	14.091931343078613
0	a	14.01024055480957	14.013870239257812
0	a	14.53475284576416	13.324575424194336
0	a	15.13203239440918	14.391816139221191
0	a	14.160906791687012	14.238184928894043
0	a	14.285058975219727	14.865514755249023
0	a	14.193267822265625	14.526043891906738
0	a	13.845926284790039	14.512372016906738
0	a	13.350336074829102	13.249932289123535
0	a	14.173347473144531	14.38687515258789
0	a	14.26602840423584	13.838835716247559
0	a	14.05768871307373	14.317523956298828
0	a	14.243684768676758	14.626595497131348
0	a	14.142662048339844	14.411884307861328
0	a	14.794169425964355	14.170111656188965
0	a	14.336339950561523	14.479531288146973
0	a	14.086559295654297	13.96831226348877
0	a	14.420450210571289	14.395928382873535
0	a	14.455312728881836	13.703902244567871
0	a	14.926643371582031	14.200213432312012
0	a	13.864683151245117	14.103141784667969
0	a	13.856401443481445	14.308164596557617
0	a	13.901959419250488	14.578652381896973
0	a	14.821563720703125	13.844538688659668
0	a	13.700028419494629	14.137474060058594
0	a	13.843607902526855	13.659587860107422
0	a	14.795865058898926	14.509675979614258
0	a	13.675460815429688	14.399669647216797
0	a	14.220312118530273	14.83131217956543
0	a	13.571327209472656	14.424304008483887
0	a	13.74948787689209	13.776423454284668
0	a	14.512054443359375	14.111577987670898
0	a	14.04343318939209	14.331196784973145
0	a	14.372564315795898	13.584782600402832
0	a	14.517626762390137	13.79672908782959
0	a	14.250738143920898	14.35030460357666
0	a	14.402351379394531	13.738041877746582
0	a	14.237496376037598	14.514839172363281
0	a	14.46139907836914	14.391569137573242
0	a	14.42562198638916	14.385481834411621
0	a	14.916475296020508	14.321142196655273
0	a	14.331782341003418	14.210277557373047
0	a	14.375632286071777	14.03731918334961
0	a	14.452143669128418	14.973590850830078
0	a	14.356553077697754	14.842662811279297
0	a	13.783761024475098	14.185927391052246
0	a	14.024421691894531	13.728469848632812
0	a	14.119226455688477	13.909515380859375
0	a	14.112227439880371	14.979259490966797
0	a	14.370847702026367	13.256820678710938
0	a	13.8432035446167	13.688733100891113
0	a	14.243751525878906	14.635873794555664
0	a	14.412681579589844	13.849508285522461
0	a	13.904683113098145	14.27631950378418
0	a	14.319147109985352	14.887986183166504
0	a	13.523735046386719	14.289788246154785
0	a	14.661109924316406	13.4002103805542
0	a	14.264219284057617	14.103107452392578
0	a	14.258479118347168	14.073379516601562
0	a	13.803853034973145	14.337477684020996
0	a	14.727121353149414	14.65173053741455
0	a	14.457337379455566	14.411871910095215
0	a	14.49706745147705	14.491378784179688
0	a	14.532197952270508	13.856644630432129
0	a	14.489328384399414	14.544342994689941
0	a	14.288185119628906	13.841306686401367
0	a	13.615765571594238	15.067097663879395
0	a	14.886491775512695	14.800497055053711
0	a	14.292291641235352	13.933893203735352
0	a	14.370818138122559	14.125656127929688
0	a	14.416328430175781	15.097224235534668
0	a	14.912673950195312	13.348367691040039
0	a	13.634971618652344	13.893528938293457
0	a	14.48025131225586	14.5234375
0	a	13.925248146057129	13.840660095214844
0	a	14.127105712890625	14.389947891235352
0	by	15.512138366699219	16.518604278564453
0	by	15.574884414672852	15.238057136535645
0	by	16.298446655273438	16.031320571899414
0	by	16.421194076538086	15.53419303894043
0	by	15.31929874420166	16.51740074157715
0	by	16.426551818847656	16.556529998779297
0	by	15.57536506652832	16.35987091064453
0	by	15.301770210266113	16.27545738220215
0	by	16.715471267700195	15.951593399047852
0	by	16.19940185546875	16.32196807861328
0	by	14.892741203308105	16.242990493774414
0	by	14.770371437072754	15.939957618713379
0	by	16.144023895263672	15.968311309814453
0	by	15.390877723693848	15.69322395324707
0	by	16.25156021118164	16.490388870239258
0	by	16.006031036376953	15.331117630004883
0	by	16.321884155273438	15.590821266174316
0	by	15.529610633850098	16.45916175842285
0	by	15.2796630859375	15.525398254394531
0	by	15.69216251373291	16.467140197753906
0	by	16.66229820251465	15.314130783081055
0	by	16.505043029785156	15.821565628051758
0	by	15.708746910095215	15.748052597045898
0	by	16.064163208007812	15.291936874389648
0	by	16.329801559448242	16.03372573852539
0	by	15.651759147644043	15.62028980255127
0	by	15.506546974182129	15.849153518676758
0	by	15.99627685546875	16.836633682250977
0	by	15.589677810668945	16.16429901123047
0	by	16.010316848754883	15.547843933105469
0	by	15.540759086608887	16.018840789794922
0	by	16.409231185913086	16.184091567993164
0	by	16.80459213256836	15.325567245483398
0	by	16.461822509765625	16.55978012084961
0	by	16.285045623779297	16.7736873626709
0	by	15.911781311035156	15.939653396606445
0	by	15.95120620727539	16.148313522338867
0	by	16.374540328979492	15.852340698242188
0	by	16.180988311767578	15.31322193145752
