Steps	Token	MedianRank	MeanSurprisal	StdevSurprisal	MeanNegSurprisal	StdevNegSurprisal	Accuracy	NumExamples
0	a	3890	14.21391773223877	0.3469710350036621	14.19566535949707	0.3615467846393585	0.0	512
0	by	27737	16.030942916870117	0.43959641456604004	16.029407501220703	0.43305668234825134	0.0	512
0	constraint	7480	14.5819730758667	nan	15.168313980102539	nan	0.0	1
0	exploring	9474	14.721372604370117	nan	15.508899688720703	nan	0.0	1
0	fined	15770	15.09684944152832	nan	14.677059173583984	nan	0.0	1
0	of	132	13.208678245544434	0.3477921187877655	13.194013595581055	0.3681928515434265	0.0	512
0	sob	26381	15.841504096984863	nan	15.594090461730957	nan	0.0	1
0	the	28200	16.04344367980957	0.4078783690929413	16.046247482299805	0.3945487439632416	0.0	512
0	variable	14879	15.04543399810791	nan	14.791230201721191	nan	0.0	1
0	with	26337	15.902878761291504	0.38315626978874207	15.893270492553711	0.38364967703819275	0.0	512
20000	a	0	1.599768042564392	1.8379660844802856	14.134991645812988	5.380965232849121	0.64453125	512
20000	by	1	2.8144164085388184	2.963735342025757	14.81115436553955	4.580935001373291	0.48046875	512
20000	constraint	2790	16.842044830322266	nan	18.93792152404785	nan	0.0	1
20000	exploring	24	7.5335893630981445	nan	22.074596405029297	nan	0.0	1
20000	fined	5	5.391898155212402	nan	25.45656967163086	nan	0.0	1
20000	of	0	0.961288332939148	1.6532871723175049	13.74521255493164	4.699307441711426	0.837890625	512
20000	sob	2648	15.69074821472168	nan	16.89440155029297	nan	0.0	1
20000	the	0	0.8160290122032166	1.131475806236267	12.271012306213379	4.987518310546875	0.875	512
20000	variable	1046	13.61163330078125	nan	18.768272399902344	nan	0.0	1
20000	with	1	2.9659316539764404	2.2970526218414307	14.764418601989746	4.3944411277771	0.443359375	512
40000	a	0	1.1654585599899292	1.6755248308181763	15.347626686096191	5.569637775421143	0.740234375	512
40000	by	0	1.8322259187698364	2.5475234985351562	16.163318634033203	5.14777946472168	0.623046875	512
40000	constraint	1917	16.21406364440918	nan	25.133102416992188	nan	0.0	1
40000	exploring	5	5.234354496002197	nan	24.758853912353516	nan	0.0	1
40000	fined	0	1.1632013320922852	nan	21.815805435180664	nan	1.0	1
40000	of	0	0.7860749959945679	1.5619890689849854	14.928275108337402	4.874233245849609	0.85546875	512
40000	sob	2969	15.644383430480957	nan	20.600906372070312	nan	0.0	1
40000	the	0	0.6290340423583984	0.9906406998634338	13.870217323303223	5.3873114585876465	0.880859375	512
40000	variable	3909	16.934526443481445	nan	19.185312271118164	nan	0.0	1
40000	with	0	2.129976511001587	2.274772882461548	16.24493408203125	4.912288665771484	0.619140625	512
60000	a	0	1.1108472347259521	1.6403427124023438	15.694598197937012	5.713073253631592	0.755859375	512
60000	by	0	1.5094366073608398	2.3244078159332275	16.44253158569336	5.299112319946289	0.712890625	512
60000	constraint	3539	18.022703170776367	nan	23.84522247314453	nan	0.0	1
60000	exploring	23	7.133079528808594	nan	22.835126876831055	nan	0.0	1
60000	fined	0	0.8212568759918213	nan	20.66438865661621	nan	1.0	1
60000	of	0	0.6455603837966919	1.3908953666687012	15.829368591308594	5.077024936676025	0.8828125	512
60000	sob	2396	15.796520233154297	nan	19.845653533935547	nan	0.0	1
60000	the	0	0.5874399542808533	0.967930793762207	14.377816200256348	5.693324565887451	0.892578125	512
60000	variable	4482	17.21845054626465	nan	20.335609436035156	nan	0.0	1
60000	with	0	1.9669640064239502	2.214043378829956	16.656471252441406	5.112576007843018	0.630859375	512
80000	a	0	1.1065831184387207	1.7792603969573975	15.802046775817871	5.6060471534729	0.7578125	512
80000	by	0	1.4059934616088867	2.324486017227173	16.85458755493164	5.490431785583496	0.74609375	512
80000	constraint	4115	18.52515983581543	nan	24.055662155151367	nan	0.0	1
80000	exploring	52	8.878055572509766	nan	24.036924362182617	nan	0.0	1
80000	fined	0	0.1765601634979248	nan	19.210987091064453	nan	1.0	1
80000	of	0	0.6096688508987427	1.3974295854568481	15.955744743347168	5.231327056884766	0.90625	512
80000	sob	1264	13.883355140686035	nan	17.69662857055664	nan	0.0	1
80000	the	0	0.5218725204467773	0.9628490805625916	14.030875205993652	5.678275108337402	0.916015625	512
80000	variable	4524	17.076772689819336	nan	21.402597427368164	nan	0.0	1
80000	with	0	1.90848708152771	2.2105114459991455	16.777908325195312	5.099587917327881	0.611328125	512
100000	a	0	0.9128482341766357	1.4900473356246948	15.664039611816406	5.659040927886963	0.791015625	512
100000	by	0	1.3537988662719727	2.301619052886963	16.95533561706543	5.56321907043457	0.748046875	512
100000	constraint	1564	14.965991973876953	nan	24.369821548461914	nan	0.0	1
100000	exploring	55	8.955321311950684	nan	25.185108184814453	nan	0.0	1
100000	fined	0	0.12760786712169647	nan	20.64305877685547	nan	1.0	1
100000	of	0	0.5502838492393494	1.3292866945266724	15.646124839782715	5.060850620269775	0.912109375	512
100000	sob	1125	14.23808765411377	nan	15.521970748901367	nan	0.0	1
100000	the	0	0.5478584170341492	0.9244884848594666	14.318917274475098	5.654858112335205	0.890625	512
100000	variable	5926	17.5745906829834	nan	19.957786560058594	nan	0.0	1
100000	with	0	1.8793978691101074	2.1397976875305176	17.061477661132812	5.035641193389893	0.625	512
120000	a	0	1.05825674533844	1.6622979640960693	15.74484634399414	5.581486701965332	0.765625	512
120000	by	0	1.3405377864837646	2.2049434185028076	17.16461181640625	5.466084003448486	0.74609375	512
120000	constraint	1591	15.940936088562012	nan	24.50480842590332	nan	0.0	1
120000	exploring	45	8.638309478759766	nan	24.868196487426758	nan	0.0	1
120000	fined	0	0.1069004237651825	nan	20.20871925354004	nan	1.0	1
120000	of	0	0.5326861143112183	1.3213754892349243	16.098970413208008	5.213070392608643	0.9140625	512
120000	sob	659	13.227194786071777	nan	15.036744117736816	nan	0.0	1
120000	the	0	0.4891499876976013	0.9192107319831848	14.275873184204102	5.793418884277344	0.923828125	512
120000	variable	5574	17.44525909423828	nan	21.684341430664062	nan	0.0	1
120000	with	0	1.788541316986084	2.158709764480591	17.337627410888672	5.1347551345825195	0.642578125	512
140000	a	0	1.0236432552337646	1.754216194152832	16.50413703918457	5.684445381164551	0.787109375	512
140000	by	0	1.4252513647079468	2.3840086460113525	17.71103286743164	5.519728183746338	0.72265625	512
140000	constraint	2198	16.969043731689453	nan	25.016550064086914	nan	0.0	1
140000	exploring	30	8.008390426635742	nan	25.909400939941406	nan	0.0	1
140000	fined	0	0.030533989891409874	nan	19.25904655456543	nan	1.0	1
140000	of	0	0.46525317430496216	1.236769437789917	16.026731491088867	5.262660026550293	0.916015625	512
140000	sob	714	13.948799133300781	nan	15.47750473022461	nan	0.0	1
140000	the	0	0.5203206539154053	0.9490225911140442	14.789443969726562	5.749069690704346	0.900390625	512
140000	variable	3790	16.463823318481445	nan	20.102739334106445	nan	0.0	1
140000	with	0	1.7204464673995972	2.1777994632720947	17.462108612060547	5.194338321685791	0.65625	512
160000	a	0	0.8389986753463745	1.4565073251724243	16.260055541992188	5.801243305206299	0.814453125	512
160000	by	0	1.2944207191467285	2.1761341094970703	17.610137939453125	5.615363597869873	0.759765625	512
160000	constraint	1273	15.497221946716309	nan	24.487403869628906	nan	0.0	1
